sentimen,Tweet
2,Gubernur Provinsi Aceh sudah 2 kali di vaksin tapi tetap juga Masi positif. jd buat apa jg di faksin.
2,3 M sudah New normal sudah Gak pake masker buff & scuba sudah Vaksinasi sudah Kenapa yg positif makin bertambah yah.....Herman gua
2,"GaraÂ² berita ini pesawat yg saya tumpangi jurusan London harus putar balik ke Jakarta lagi. Karna menurut saya sangat lah penting pkonya. Sesampainya d laut ku kabarkan kepada karang,kepada ombak,kepada matahari. Tiada lain dan tiada bukan coba tanyakan pada rumput yg bergoyang dan buah semangka yg berdaun sirih"
1,Apakah kalau 1 keluarga besar sudab di vaksin mereka bisa keluar rumah tanpa masker berjabat tangan berinteraksi normal sperti sebelum pandemi?.
2,Cie... sekarang manusia udah seperti kerbau yg dicucuk hidungnya gara2 ngikutin protocol kesehatan bukannya ngikutin rukun iman adanya ghoib kesehatan mah harus... tapi ya nggak gitu juga kale....... ya mirip yg dijelaskan di kitab suci al-qur'an... manusia hidupnya sengsara karna manusia itu sendiri yg bikin ulah jadi yg beriman dibodoh2in sama orang yg pintar cerdas tapi imannya KOSONG  karna terlalu cerdasnya mangkanya imannya KOSONG akhirnya memanfa'atkan kepinteran demi membodohi orang yg beriman demi kepentingan pribadi dengan alasan untuk keselamatan bersama... NAUDZUBILLAH...!!!
2,Kalau pada takut covid ga bakalan punya duit dapur ga ngebul akhirnya kelaparan busung perut masuk rumah sakit. Ujung semua mati dibilang karena covid. Dimana letak iman kita ragu pada takdir.
2,Saat kita divaksinasi saat itulah virus corona yg sebenarnya masuk ke tubuh kita pikirkan baik2 kalau mau divaksinasi....
0,Orang d bawah ini dah gk perduli...terpaksa semuanya..lg penting mikirin cari duit yg serba susah...bangsa tangguh pd gk takut mati karena civid tp takut kelaparan
0,Patuhi protokol kesehatan demi mengikuti aturan pemerintah Selalu pakai masker biar ga kena razia masker Jangan lupa cebok dan cuci tangan sehabis buang air
2,Saya gak pernah mau di vaksin. VAKSIN SAYA HANYA DARI ALLAH S.W.T ibadah shalat 5 waktu dan shalat2 yg lain intinya mendekatkan diri sama ALLAH S.W.T bukannya Allah di jauhi malah takut sama penyakit Allah di jauhi. Allah juga yg nyiptain penyakit ngapain takut sama penyakitnya.
0,Tanam tanam ubi tak perlu di bajek orang berbudi kita berbahagie. Naik kereta api turun di padang temak kalo tak hati hati kita kan terjebak. Semarakan hari ini.. kita ngopi ramai ramai goyang badan gerak kaki laungkan lagu damaii..
2,Saking semangatnya memberita kn covit sehingga lupa Indonesia terancam tak bisa mengirim jamaah haji. Ujungnya dan lebih anehnya Pasti Rakyatlah yg paling diSalahkan dalam hal ini. Parah....
2,Mau du vaksin 100 X pun tidak bisa menghilangkan corona  itucuma politik jual obat   busuk
2,wes tuku ferari ya mbokk stop dagang e  masyarakat te wes susah kabeh ojo di peres pak
1,warung jengkol di perapatan  makan mangga kupas kulitnya  tolong jaga protokol kesehatan sebab korona masih ada
0,Saya pasrah ajah penyait mh dari Allah SWT
1,Hati hati jaga kebersihan pake masker selalu copid makin naik pirus berbahaya ya allah sayah takuttttttttttt
2,Di paksin biar otak nya pada blo oon
2,Alhamdulilah birlah ga ke bagian vaksin Culup dgan trik mata hari kami sehat
2,Kopettt...gw sih gk prnh prcya sma prnyakit ini.. bktinya dri dlu gk prnh pkai masker kmna mna y ttp sht hdup smpai skrg..
2,Ni koordinasi bhuana dsyd byy jjur u koordinasi ni k bhumi swtwyz
2,update yng udah vaksin terus kena covid
0,Gila komen nya 90% gk prcaya korona....kta nya mnjaga msyarakat msyarakat ajah udah gk mslah ama corona..
1,Kapan masyarakat umum divaksin? Kapan anak2 juga bisa divaksin?/
1,Ku dgn tulus Iklas Bantu pemerintah. Walau cuman sebatas Ini kemampuanku .
1,Bos kapan Kel jati pulo dapat jatwL vaksin kabarkan bro
2,Percoyo karepmu ora yo karepmu jare sing jenenge markona.tapi aq ra percoyo sing jarene wau wauu tapi nek njogo kebersihan/kesehatan wajib menurut ajaran agamaku
2,najis harus di vaksin yg tadi nya sehat malah jadi kena virus (virus tolol akut )vaksin tuh anak ayam biar ga kena covid 
2,Knp para anggota pas pilkada pilkades ga masuk daftar Vaksinasi? Biar gampang data nya rata jlas dan cepat. ?? Malah cuma di swabdoang beberapa kali kan cumaÂ². Kementerian Kesehatan RI
2,Karena sudah perjanjian diatas materai harus dituruti...klo tidak bisa hangus skian persen aset negara
0,Jangan lupa sering wudhu solat... Sudah aman
2,Gini gini gua itu keturunan adam lho truss gua umat baginda muhammad saw dan gini gini gua juga punya satu tuhan yaitu allah swt dan juga gua orang tua gua masih hidup dan gua punya banyak sodara dan gua bangga dengan itu dari pada corona nggak punya keluarga truss cari mangsa dengan kedok politik bisnis untuk menghantui masyarakat yg memang bukan kutu buku dan kita tahu tidak semua orang tau maksud dari datanya corona secara tiba tiba Yang hampir sama kayak 9/11 september
2,Tk pokir nek ws vaksin ki yo covite mereda eee..ternyata.....mlh tambah bnyk sing bener paedahe opo c vaksin ?
1,Dompet sy perlu di vaksin pak dimana sy bisa vaksin. Gegara korona pemcaharian jdi sepi
2,Kemaren aku jg vaksin ayam dlm 2 jam selaesai ayam 2500 ekor takut ayamnya kena corona brati manusia sekarng kaya ayam butuh vaksin jg heheheh 
2,kopid semakin merajalela biar masaralat mau dipakcin klo g mau divakcin kn mubajir dapet ngehutang
1,Ayo semua semangat jangan kendor demi keluarga yg kita cintai sehat selalu bebas dari segala penyakit apa pun dan semoga sinetron dinegara kita tercinta ini indonesia yang berjudul THE COVID 19 cepat TAMAT cepat berahir kasihan yg jadi aktornya
0,Semoga setelah divaksinasi corona menjerit keluar dari tubuh kita. Amin & jga kka doctor jga diri baik2
2,Untuk apa di vaksin kalau masih terpapar virus corona juga
2,saya doain pemerintah yg dzolim sama rakyatnya sengsaraa dunia akheraattt
1,Saya berharap Moga cepat di pak sin agar daya tahan tubuh meningkat
1,BPJS dimurahken/gratisken....Insya Allah Indonesia sehat....
2,Pandemi makin bertamba kenapa bantuan nggak juga
0,pasrah ama yg kuasa...tetap berdoa .memohon perlindungan ama yg kuasa jauhkan lah da4i kesulitan
2,Saya tidak di vaksin dan alhamdulillah saya sehat
0,YA ALlA SEMOGA pIRUS COVID -19 ABIS YALA PELIS SeKALI SAYA INGIN SEPERTI DULU BISASE SEKOLA DAN LAIN -LAINYA
2,So perhatian ama rakyatnya padahal itu membunuh secara oerlahanÂ 
2,"Orang yg sudah di vaksin sma kayak orang mati. Zombie orang yg setelah di vaksin jalan hidupnya gak ada kemauan apapa,secara gk langsng akal pikiran kita di kendalikan"
1,Kalau saya jadi seorang yg punya wewenang lansia di tunda dulu yg penting generasi mudanya dan anak anak.
2,"Saya bahagia covid nggak ada habisnya sembako di kenakan pajak,mengapa nggak sekalian udara yang kita hirup juga di kenakan pajak malah kalau perlu buang air besar juga ada pajak nya,kan seru.........!!!!"
2,yg pro dngan pastingan2 covid pasti pns ato anaknya pns
0,Cucilah thanganmu dgn air ruzuk maskerlah mulutmu dgn zikir faksinlah dirimu dgn baca alqur.an.sujut lah kpdada Allah SWT.nilah obat korona.
1,"Semangat terus para dokter dan perawat Semoga sllu dlm lindungan Allah di mana pun berada Amiin____Tertip pakai masker ___ stop salin menyalahkan,tetap semangat terus berdo'a semoga pendemi cepat berakhir Amiin STOP berpikiran negatif"
2,Klo mau tau virus covid19 nonton tv dan lihat di sosmed karna adanya di dumai dan berita tv....karna covid19 cuma ada di dunia tipu tipu....
0,Itu hak asasi kita Mau bicara tentang Apa aja deh. Yg jelas Kita2 Generasi Bangsa tunjukkan Jiwa2 smangat juang Tuk bantu Bangsa kita.
1,semangat pak presiden pak jokowidodo 995 ribu dosis suntik VAKsin umur 18 tahun ke atas jakarta bekasi bogor tangerang selatan 1 juta dosis suntik vaksin umur 18 tahun ke atas
2,Bosan kovid trus anak2 pada buta huruf sepintar pintarnya manusia tidak munkin bisa merubah takdir contoh andaikan bisa d rubah takdirnya sese orang kira2 banyak orang2 kaya masih hidup dampai skaran tolong sadar lah bahwa allah itu menguasai segalanya
1,"Assalamualaikum,covid ini musibah se dunia bukan di Indonesia saja. Intinya kembalikan ke kita diri masing.masing,sejarah,spiritual,disiplin menurut hukum akiddah masing.masing .Jangan memperkeruh dan kesusahan negara juga dunia,jangan sesekali mengikuti gol sesat mudah.mdahan Allah menjauhkan ajabnya bagi orang .orang yg mau beriman."
2,AlhamdulillAh corona semakin meningkat hidup corona
2,Rezim ini takkan pusing mikirin keuangan.coba aja perhatikan.mereka kebal rasa thdp rakyat.mereka telah bertubi tubi memeras rakyat.tabungan rakyat dirampok.hati2.jgn2 besok ini uang rakyat di bank2 jg akan dirampok dgn alasan tertentu.kuncinya skrg rakyat harus bersatu agar rezim ini hilang dari peredaran!
1,Semoga setelah di vaksin virus ngak tambah banyak lagi.
0,Kita semua tdk ada yg Kekal Abadi hidup di Dunia ini Teman2ku.
2,"Banyak masyarakat yg menganggap klau covid19 prokes,vaksin adl hanya pembodohan publik( akal2 an pemerintah)"
0,Woy komennya kreatif dikit napa ganti napa tu kata jangan copas doang enek bacanya juga
2,Hhhh ada covid ada vaksin Ada jarring dah pasti jual kuota dong tak terbayg dah berapa gudang duit hasil jual kuotanya ... Uadlahlah booss.saya sdh gak tak punya uang lagi buat beli kuot anak saya !!
2,Bisnis yg sangat menjanjikan jalan terus sampai dana nya habis
2,Rakyat di pasung corona. Sedangkan bule keluar masuk sesuka hatinya pemerintah pura pura tidak tahu
2,Makin d vaksin kok makin parah..
2,Itu batuk pilek bersin demam walaupun di vaksin 1000 kali tidak akan bisa hilang mulai dari samannya nabi adam sampa sekarang bahkan sampai hari kiamat.
2,Selama ada anggaran selama itu pula angka covid menjadi jadi. Paham.
2,Apa HAM berlaku untuk menolak vaksin... yang di vaksin yang pro... Suatu negri akan sehat bila ada pro dan kontra.. Saya selaku yang kontra dalam hal ini...
0,Saya di mode gratis .semoga korban yang terhanyut banjir segera di temukan dan slamat
1,Gimana mau hilang banyak orang yang tidak patuh pada aturan pemerintah
1,Itu memang benar. Sadarlah... Kita harus beriktiar.
1,"Uda gk usah terlalu di fikir,yg penting sekarang ayo cari nafkah buat sanak keluarga,covid tu nama baru dari batuk pilek meriang boz"
0,Semoga isu corona akan segera berakhir...selamat untuk negara china..membohongi banyak negara..demi kemajuan negara..karena negara komunis dengan cara apapun anda halal kan..
2,Pokok nya saya gak percaya ada covid 19
2,Corona corona corona corona itu aja yg di bahas pemerintah 
2,Selama masih ada koruptor masih ada juga covid klo tukang korupinnya udah gda ya otomatis covid nya hilang juga wkwk maaf cuma komen gk bermaksud menyinggungÂ 
2,lihat di benua Eropa... orang orang sudah berkumpul di stadion bola..di sini masih update korona terooooos
2,Ooala kok tambah terus kasus covidnya padahal sudah banyak yang di vaksin
2,Negara kita Indonesia mau d bikin miskin..sengsara ...d jajah ekonomi sama negara anjing
2,Vaksin pake duit 100jt per orang isnsyaallah Indonesia akan bebas korona.
2,Kalu ada virus yang mematikan itu sakit jantung
2,"Itu klo si covid hilang petugasnya gak ada kerjaan data lagian dana covid manis kok mangkanya banyak yg suka di data terus sampek mentrinya az nabung sampek 7m   dari 1000 petugas paling 10 yg iklas yg lain ma ujungnya uang trs mengalir,cina az dah normal sini masih az raziamasker lah jam malam lah"
2,Buka pariwisata geh biar turis asing berwisata dimari... Biar ane gawe... Jangan memberdayakan issue covid... Tangani saja yang sakit... Biarkan yang sehat berkarya... Kalau terus begini bukan sakit semua... Tapi mati perlahan namun pasti  ... Mari sehat berjamaah... Bukan susah berjamaah....      
1,Masih nunggu nich  blm dapat giliran  kelurahan jatijajar kecamatan tapos depok Tetap semangat terus  jaga protokol kesehatan  Semoga pandemi cepat berakhir  Aamiin..
2,"Saya justru pake masker bikin sesak nafas,& pernah berkerumun sma org2 gk juga kena apa2, mulai awal c.19 aktif smpe skrg saya sekeluarga semua sehat2 wal'afiat,hadeh tolonglah jgn memberikan issue yg bikin sakit kepala nih trlalu lama bubarkan aj,dah lah males  "
1,Minta infonya beberapa teman saya yg kerja kantoran sudah didaftar vaksin dr kantornya dan ada yg didaftar lwt lingkungan rumah yg beda dgn domisili ktpnya.. bagaimana dgn yg tdk kerja kantoran dan tinggal di lingkungan yg tdk sesuai ktp seperti saya daftar vaksin umumnya bagaimana? Mohon infonya Kementerian Kesehatan RI
1,Kapan kami masyarakat secara umum di berikan vaksinasi Pak Jokowi
1,Mohon maaf sebelumnya ya perlu di pikirin kapan anak anak sekolah pasar toko hiburan malam buka anak sekolah libur mau sampai kapan
2,UUDP Ujung Ujung Duit Pemerintah Hidup mati d tangan tuhan bukn krna virus Prcuma titel gelar panjang kurang panjang sadar bpk berdasi yang menciptakn nyamu itu sapa Jangan goblok x lah
2,Gak ada gunanya vaksin kalau masih harus di batasi kemanaÂ² sama dgn bohong saja.
2,dn sy tdk memperbolehkn mk sy sutik vakzin umur sdh 61. dn hari rabo 24 mrt bulekku yg bejualan di sitik vakzin di pasar. setelah vaksin gejala mutah. mual. pusing demam. sesak.. jg gk sht sebelumya. hari ini jm 430 pagi sdh meningal dunia.. tapi tdk di bw kermhskt takut di blg covit.. sy tdk mau mk sy sepeti saodara sy..
2,Selama danana masih megalir covid gk bakal ilang.
2,"Aneh bin nyata dari awal covid sekolah Ra ulih di bukak Kon online maraih generasi amburadul bocah pada dolan Ra genah,gamean tok,anak jalanan jadi merajalela akibat ga sekolah.....akeh dampak negatif yang saya amati banyak pergaulan bebas sekarang ....malah pada asik liburan ....saya kecewa sama Mentri pendidikan dari dulu suruh online trus ....ibaratnya belajar tanpa guru langsung atau tatap muka sangat sangat menyusahkan ......tempat keramaian selalu di bukak.....tapi sekolah alay mbuh di Kon tutup sekolahe Kon belajar online tok"
2,aku mohon dgn sangat2 ya para kementrian kesehatan.. tadi mk aku mau di suntik vakzin ngotot gk mau... sekarang mk aku ngedrop lg karna punya penyakit infeksi lambung dn darah tinggi. para kader yg kerumah secara paksa sampai 4 x dtg ke kentrkn aku.. yg ke 3 mk aku sdh ngedrop 4 hr hk bisa bgn. karna takut di sutik.. ini yg ke 4 xnya.. pake nakutin katanya dpt blt mau di cabut klo gk mau vaksin. padahal setahun ada pademi sy gk dpt batuan. dr pemerintah. dpt 5x dari yayasan tapi harus byr 100rb.. apakh ini benar.. sy hanya rakyat miskin. klo mk sy ada apa2 krna trouma minta nutut sm siapa.. para kader. para lurah. rt. gitu kh pusing.. bikin setres
1,Lamban... misal di puskesmas hanya bisa seratusan vaksinasi.. mungkin bisa di RPTRA besar di seluruh mal...
0,Aku pribadi sich tetap berusaha jadi orang yg sabar terkadang selalu diterpa ujian.. banyak yg ku lihat orang gila kelihatan normal orang normal kelihatan jauh lebih gila..Karna terkena dampaknya wabah covid 30.
2,"Gak ada krjaan banget ngutak ngaatik angka covid. Mending urusin angka rupiah,pasti rakyat pda sehat ..!*"
2,Mohon maaf sebelumnya kalau menurut saya sebagai masyarakat biasa apa lagi saya orang bodok sebernarya pemirintah harus memperhatikan keadaan rakyat apalagi masyarakat miskin karna virus corona itu bohong permainan dari negara cina.
2,Vaksin terus tapi mudik buat lebaran belum boleh    terimakasih Corona udah membuat Indonesia menderita
2,Vaksin trus mnjlani protokol ksehatan trus tpi knpa yng mudik TDK d perbolehkan.
1,Usia2 produktif masih menanti vaksinasi padahal mereka dengan mobilitas tinggi rentan terpapar C19.
2,"Bosen banget gua liat berita di sosmed maupun di tv tntang corona mulu kaya ngk ada berita lain lagi aja   liat noh semnjak ada si corona perasaan alam murka gk ada habis2nya,Hidup mati itu di tangan allah bukan di tangan pejabat ataupun para medis ini mah sekarng smua di jdiin ladang bisnis bagi orang2 tertntu sampe2 rakyat kecil takut akan yg namanya masuk rumah sakit   gw dri semnjak ada si corona bner2 alhamdulilah udah balik dari luar negri tahun kmren pas lgi ramai2 nya pemberitahuan virus yg ktanya mematikan itu trus gua jg bolak balik antar pulau,sering berkerumunan di tmpat umum mau pun di lingkungan skitar gua tpi alhamdulilah tuh gua gpp meskipun tnpa masker..Jadi fiks ya yg mna ini swmua ladang bisnis bagi mereka orang2 berpangkat."
2,Gara2 Covid 19 kita tidak bisa mudik   Dan tidak bisa Sekolah tyoui by....
1,Kelihatannya progress vaksinasi agak lambat..
2,Aturan yang di buat buat biasanya takn bertahan lma
2,vaksin sudah merata trus knapa gtu mudik lebaran gk diperbolekan lagi padahal bagi kami anak rantau ngumpul sama keluar cuman 1thn sekali 
2,Udah sepi yg komen...itu tamdanya msyarakat udah gak percaya lg sm berita ini..syukurlah...
1,Saya mah nunggu dpt giliran vaksin sinovac yg gratis aja. Mati hidup di tangan Tuhan. Yg jelas ngikutin aja aturan pemerintah.Jalankan protokol kesehatan jalani hidup sehat klo dpt jatah vaksin gratis ya alhamdulilah. Klo gk kebagian ya gpp lebih utama para nakes dan petugas publik lainnya. Smoga seluruh rakyat sehat semua.Smoga pandemi segera berlalu.
1,Penyakit covid kembali ke pd tuhan dan tuhan maha mengetahui maha melihat maha adil maha medengar pd umaty
1,"Sejak diluncurkan 13 Jan 2011 s/d hari ini dari target vaksin nasional 181.554.465 juta jiwa baru terealisir 7.435.851 juta jiwa atau 4,10 % . Bagaimana kondisi ini apa follow up dari #KementrianKesehata RI dan pihak2terkait dlm rangka percepatan penyerapan vaksinasi...????????"
2,Asal usul penyakit itu dari hati..& perasaan.maka klu pengen sehat jaga hati.& Jangan sering ngomongin orang ...dari jaman dulu udah banyak penyakit..& kenapa tidak ada orang gila yg kenak penyakit corona.karna dia percaya diri & gak punya uang makanya dia sehaaaat
2,Aku nanya ke para ahli medis sampe sekarang gk bisa jawab pertanyaan simple Bila tau virus c.19 ada coba jelaskan ciri ciri jantan dan yg betina dan semua diam gk bisa jelaskan mana jantan dan mana yg betina kalau memang itu ada klw gk ada hhmmzz sungguh terlalu sudah bohongi rakyat      
2,pexakit politik tdk perlu difaksin tdk difaksinpun kami sehat2 saja z tdk percaya lagi dgn korona
2,Oi orangÂ² kementerian belum pada sadar ya kalian liat kolom komentarmu masyarakat udah banyak yg sadar kalo ini semua cuma bisnis masa kalian gak kenyangÂ² makan duit rakyat kecil ingat azab Tuhan itu pedih lho didunia Maya kami protes kalian hadapkan dengan Buzzer didunia nyata kami mencoba bersuara kalian bungkam dan hadapkan dengan aparat pake otak kalian berpikir mo sampe kapan kita diperbudak ha?
1,"Semangat terus para dokter dan perawat Semoga sllu dlm lindungan Allah di mana pun berada Amiin ____Tertip pakai masker ___ stop salin menyalahkan,tetap semangat STOP berpikiran negatifterus berdo'a semoga pendemi cepat berakhir Amiin "
2,"Covid perpnjang kontrak. Karna dana blum smpai target..Demo uda jarang,tkut kluar biaya. Pasar masih buka,krna keuntungan pasar masih jalan. paling lucu lagi swab antigen PCR hrga beda,. Basi dh dunia Kampret.."
2,Saya ga pernah mau si tawarin suntik vaksin. Bagi saya corona di akhirÂ² ini hanyalah bisnis gelap. Dari mulai awal corona sampe sekarang saya suka bererombol sama orangÂ² sekitar. Ya ga terjadi apaÂ²
2,Seperti e-commerce Yaitu shoppe lazada dan barangÂ² baru dari China/buatan China Seperti hp lahâ€¦Hampir semua produk di China Laku keras sejak pandemi ini . SeolahÂ² China sdah mengatur segalanya............
1,Kapan kami yg pakai bpjs kesehatan di paksin..nya.
1,Anak2 kecil yg usianya msh muda sgt sedikit kasus kematiannya bahksn 0 %dibsnding lansia...yg hrsnya d8vaksin adl lansia...bukan usia muda
1,Vaksin belum turun untuk masyarakat kecil di kecamatan Dasuk Sumenep
2,Yang perlu saya tanyakan kenapa saudara saya dah 2 x vaksin msh kena covid dan sekarang msh di rumah sakit????
1,Asa meuni riweh nya .. ark ktu kie tuturkn ...hante kajen ath ...gk usah sindir sna sindir sini lah ...  ucapakan kata2 untuk membngun nya ... menuju indonesia sehat
2,Gimana covid mau cepat hilang...gini ceritanya...nek ini bantuan dari covid... nenek jwb...oh iyo suwun la yo nak ngomong yo karo si covid sehat panjang umur...murah rezki ne...ben aku intuk bantuan meneh...jadi di doa kan si nenek buat si covid ya betah covid nya di Indonesia
2,Nunggu azab Allah bagi mereka dokter dan para pejabat yg tlh membohongi rakyat tentang copit tai... rakyat susah gara2 aturan sontoloyo pemrintah.. Dr.Terawan orng benar malah di singkirkan Beliau gk rela anggaran kementrian kesehatan yg trilyunan untuk ngurusin pilek..
1,Semangat terus para dokter perawat dan semoga covid19 cepatlah sirna di indoneaia  
2,Takut jarum suntik tapi aneh ya vaksin gak bisa mencegah Corona masuk ke dalam tubuh yg sudah divaksin pun masih harus wajib mengenakan masker jaga jarak dan menghindari kerumunan em LANTAS SIVAKSIN KASEPAK oops canda KASEPAK hehhe..bukan iklan jadi plesetin aja dikit gpp ya lanjut LANTAS gunanya apa atuh kirain bener2 bisa jaga imun tubuh kita jadi kalo sicorona masuk si vaksin ini yg berperan sebagai predator sicovid nya.?Hanya bertanya  maaf kalo salah
2,semenjak ada penyakit anjing ini banyak harapan yang di janjikan dan salah satunya bantuan.saya tegaskan untuk bantuan saya belum pernah menerima apakah itu sembako atau uang.dan gara gara anjing ini sudah banyak yang menderita.apalagi di tambah lagi vaksin anjing ini tu malah membunuh pakai dipaksa lagi aturan apa ini........
2,"Saya keluarga korban,sampai sekarang saya belum trima uang santunan itu"
1,Penyakit banyak bukan hanya covid ada jantung stroke hipertensi dll. Berusaha berdoa tawakal minta perlindungan Allah SWT.
2,Ok sudah saya bilang kalau mau ulangan hadel tai saya 47 20016 2021.78 itu cuma hasel yg sudah merupakan tai berak saya kalau mau digo ulangan silahkan ini dah tahun berapa 2021 kan.berari 47 2016 hinga duaribu 2021 53. Silahkan ulangan tapi bayayar paro hasil nya yg seportip boleng langsung bayarkan pada ketua pdi p dan garendra 2006.bernama mustikawening layung ya.apa pada kakeknya.kalau tidak bagi hasel bisa dikasus lo.
1,"Jangan menunggu,usaha daftar online,waktu aku vaksin sebagian besar non pribumi dan mereka rata daftar online"
1,"Sekelas Raja Arab Saudi,penjaga Kota Suci,mau divaksin,lha ente2 siapa pede bgt provokasi masyarakat Indonesia utk tdk mau di vaksin yg berguna utk kebaikan bersama wkwkwkwkwkwk"
2,"Covid tidak terlalu bahaya,karena cukup dilindungi dengan pakai masker,sekarang yg berbahaya efek jera dari peraturan psbb,ekonomi seret,kemelaratan merajalela,menimbulkan penjahat baru yg berasal dari orang baik2 !"
2,Seng ngapusi ben di pertanggung jawab kan di akhirat ekonomi ndang dibangkit kn..kita hmpir mati krna sulit cari rezeki buat makan dan buat kebutuhan anakk....
2,Data yg negative dan positive bagaikan audisi tergantung juri....
1,Tolong di informasikan daftar tempat2 utk penerima vaksin covid-19 masih banyak yg tdk mengerti. Apa lg utk lanzia yg hidupnya hanya sendiri dan tdk tau teknologi.
2,Mohon maaf sebelumnya kalau siapa yang suka di vacsin ya silakan tapi kalau yang tidak suka jangan di paksa ter gantung kemauan masyarakat atau rakyat...
1,Selamat sore kita mau tanya : apa orang yang sdang sakit bisa di Vaksin......?. Mohon penjelasannya....
1,"Bantuan tak dapat,vaksin pun tak dapat nasib perantau"
2,Bosen denger berita covid 19 gak habis habis
1,SAYA MW TANYA NEE SAMA PAKAR/AHLI BAHASA INDONESIA JIKA ADA KLINIK TERTERA PROMO DISKON SWAB TEST/RAPID TEST. ITU DLM ARTIAN COVID19 INI SEMACAM APA YAA???    MOHON JAWAB LURRR
1,alhamdulillah udah di vaksin 1
2,"Haji Sidik yo kur mancing biar ad yg menghujat President.Mhon jgn kepancing jugu lho!Corona itu ada utk menegur org2 jahat. Tp ingat *jgn benci org jahat,benci ajah perbuatanya*. Belajar dr lingkungan sktr kita *jgn dr medsos*. Rakyat miskin hrs mulai belajar "
1,"Sedang menunggu sekolah kembali normal pendidikan sangat tertinggal jauh lho,)"
1,Jelang bulan Ramadhan marilah kita semua puasa ya semoga Corona segera hilang dan bisa pulang kampung pertemuan keluarga besar saat hari idul Fitri  ...mohon maaf lahir dan batin  ...Stop kalian nafsu hawa mencaci maki pemerintah Jokowi atau orang lain demi jaga kesehatan mu 
2,Semoga setelah vaksin semua kembali normal  dampaknya covid bnyak sekali 
2,Covid itu ada nya di sekolah karna bahaya sekali kalau sampe sekolah.. beda dengan pasar sama mol jadi ingat.jangan pernah pergi ke sekolah jangan kan ke sekolah pegang pagar sekolah nya pun berbahaya hati2 kalau mau main ke mol atau ke pasar lah yg aman2 saja okeh
2,Jgn takut dgn korona itu penyakit politik krna penyakit ini org besar yg kaya atau petugas kesehtan yg kaya
2,Perkataan org lain akan benar-benar menjadi kenyataan hanya bila qm mengizinkannya
2,Sampe detik ini ga percaya dah namanya covid Alhamdulillah sakit batuk pilek ga enak badan sembuh sendiri
2,Percuma vaksin itu tidak akan mengembalikan ke ada an se perti semula dan pandemi covid ini tidak akan pernahc berahir karna ini hanya lahc Rekayasa ada virus pasti ada vaksin dan Rp karna gajih mereka di bayar oleh vaksin
1,Trus kalo sudah tercapai target vaksin....itu artinya bisa seperti dulu lagi kan???
1,"Semangat Jangan Lupa Cuci Tangan Sampai Bersih,Karena Tangerang Itu Putih Nggak ada Yg Namanya Covid 19 Bebas Masker Dr Thn 2020 Good Luck oke ( Menolak Pakai Masker pak polisi Dicky Ardiyansah Anak Tangerang Dr Tahun 2020   Slank Tonk Kosong Gossip Jalanan "
2,Project Elite Global   sadarlah kalian dalam genggaman mereka  kuatkan iman  
2,Kerjahan terbaik ada lah kerjahaan yg muli ya. Kalau kerjahan itu karna lilahi tahaallah mungkin bisa berhasil kerjahan itu iklas mungkin otaknya bisa berpungsi karna allah swt bukan tenar bukan titel bukan uang pikiran nya ter buka karna uang karna kekusahan .
2,Santai kayak dipantai walaupun pandemi tetap berpikir jernih .
2,Dodolan obat dokter astronot riang gembira
2,selama covid blm pernah ngrasain yang namanya bantuan dari pemerintah beras 1 butir / duit 1 perak pun blm pernah kami rasain. apalagi mengharapkan dapet vaksin. kayaknya cuma hayalan bagi kami. begitulah nasib kami orang yang hidupnya cuma ngontrak dan cuma pekerja kasar. yang dapet gaji bulanan teriak takut lapar karna kerja diliburkan. tapi kami pekerja kasar cuma senyum2 karna yakin Allah tidak tidur yang tidur itu pemerintahan Indonesia   
1,Saya baru saja selesai divaksin covid 19 di Klinik pemkab Bekasi
1,Usai vaksinasi nasional bangsa Indonesia perlu melanjutkan dengan dawam mengkonsumsi pangan organik dan lingkungan ekologis. Semoga.-
2,NEGARA LAIN AJA MENOLAK KOK ADA NYA VAKSIN DARI CHINA:v
2,Saya takut di vaksin..soal nya gak tau bahan nya di buat dari apa...mending minta mentah nya aja kl boleh
2,Agamawan diseluruh dunia mulai Al Azhar sampai MUI mulai Arab Saudi sampai RI semua satu suara untuk berupaya mengatasi pandemi. Situ sok agamis bilang pandemi tidak usah ditakuti. Coba tanya panutan nya siapa?
2,"Yang jelas setelah vaksin akan bnyak jatuh korban yg lemah imun mati yg kuat imun berkutat dgn penyakit hingga mati,.....Siapa yg akan kita tuntut..??? Siapa yg akan bertanggung jawab pd siapa..???"
2,"cuma di ondonesia corona ada perpanjangan nya kaya pajak sama ulang tahun nya malu sama negara lain,bisnis mungkin"
2,Vaksin - KIMIA SINTETIS -kedokteran- WHO- YAHUDI HERBAL- Tradisional - Tibbun nabawi- AL QURAN - ISLAMI.
2,Saya simak comen comen hampir semua ga percaya corona ..semoga corona segera musnah beritanyah dan anggarannya di hentikan pasti corona ilang
2,Lanjutkan BISNIS COVID & VAKSINNYA. #PEMERINTAH_MAJU #RAKYAT_MENDERITA
1,Saya sllu br doa..Agar fademi..ini..cepat selesai Agar kita bisa.hidup Normal lagi .seperti biasa...untuk..itu..br..pikir .fositiv..sllu..Gunakn..paratokol..kesehatan..Agar kita semua sehat..Aamiin.YarabalAlamiin  
